file;target;Time;Otype;Sdate;Stime;Stype;Qs;Vmean;VmeanC;Vmax;tVmax;Bmax;tBmax;VmBm;Bzmin;Abzmax;BzmtoBm;Ktmax;tKTmax;Ktmin;tKTmin;Bemax;tBemax;Bemin;tBemin;Rbulk;B2Sum;Magn;MagnM;MagnC;Tmin;TminM;Dmin;tDmin;DminM;tDminM;Dmax;tDmax;AftoB;tBef;tAft;tFrom;Kpmax;Apmax;Dstmin;tDstmin;Xmagn;Hlat;Alat;Hlon;Sdur;Axym;Txymax;Axm;Aym;Azrange;Pxym;Axdm;Aydm;Azdm;Axydm;Pxydm;D01;D02;AD02;Axb;Ayb;Azb;Axyb;Pxyb;Ax0;Ay0;Az0;Axy0;Pxy0;Ax1;Ay1;Az1;Axy1;Pxy1;dx1b;dy1b;dz1b;dxy1b;dA11b;Adz1b;dPxy1b;Pdxy1b;DP1b;CMEwidth;Ind;GLE;SSN
200002112352;2;0,99;1;36566;0,07;1;4;899;907;589;46;20,6;12;6,07;-15;15;0,73;2,26;4;0,17;23;4,23;25;0,09;23;126,78;5,88;3,7;5,8;3,7;25;11;-1,16;0;-1,03;0;0,35;43;0,18;20,9;55,7;20,9;6,67;111;-133;11;0;22;22;-3;59;1,32;1;1,28;0,32;2,92;14;0,55;-0,49;-0,91;0,74;318,3;-2,07;-2,36;2,36;-0,73;0,06;-0,87;0,73;175,3;0,55;-0,49;-0,91;0,74;318,3;1,28;0,32;0,05;1,32;14;2,01;0,26;0,92;2,03;2,23;0,92;6,7;7,4;129,7;360;77;0;167
200002202139;3;0,9;1;36573;0,85;1;5;566;571;455;7;16,9;22;3,84;-7,8;14,6;0,86;2,85;3;0,23;25;6,12;6;0,06;37;52,04;5,16;2,1;2,7;2,1;14;23;-0,68;0;-0,53;0;0,39;34;0,12;113,7;56,3;56,3;4,67;39;-26;22;0;-29;29;-7;50;2,45;-1;-0,52;2,39;1,98;102,3;-0,3;1,69;0,87;1,72;100,1;-0,63;-0,91;0,91;-0,52;2,39;0,56;2,45;102,3;-0,3;1,69;0,87;1,72;100,1;0,23;1,76;0,62;1,77;82,6;0,75;-0,63;0,06;0,98;0,98;0,06;122,6;320;20;360;77;0;112
200005231425;2;0,6;1;36666;0,23;-1;4;513;515;684;23;34,1;12;11,66;-24,1;24,1;0,71;1,91;20;0,07;39;2,11;47;0,14;25;130,56;10,17;3,3;7,6;3,3;16;16;-0,83;10;-0,83;12;0,3;17;0,1;22,4;74,6;22,4;8;207;-147;17;0;-15;15;8;19;1,29;17;0,84;0,98;1,91;49,4;-0,31;0,42;-0,18;0,52;126,4;0,23;-0,05;0,05;0,39;0,15;0,12;0,42;21;0,45;0,17;0,27;0,48;20,7;0,2;0,25;0,34;0,32;51,3;-0,19;0,1;0,22;0,21;0,31;0,22;-100,9;152,2;39,7;118;99;0;180
200006041502;3;0,63;1;36679;0,38;1;4;769;784;532;1;14,8;32;3,94;-7,4;11,5;0,78;3,28;2;0,17;19;8,06;44;0,14;12;83,14;3,15;4;4,2;4;35;57;-0,47;12;-0,5;12;0,28;17;0,27;30;90,1;30;5;48;-35;19;0;10;10;-23;91;1,25;4;0,33;1,21;2,18;74,7;-0,36;0,06;-0,81;0,36;170,5;-0,73;-0,79;0,79;-0,22;0,4;0,27;0,46;118,8;0,16;0,32;0,69;0,36;63,4;-0,03;0,73;0,8;0,73;92,4;0,19;0,33;0,53;0,38;0,65;0,53;32,3;60,1;26,4;54;77;0;152
200006080910;1;0,38;1;36683;0,62;1;5;985;998;774;9;24,9;4;9,64;-7,1;7,1;0,29;2,23;0;0,07;38;1,79;-5;0,04;30;104,87;8,83;7,6;9,8;7,6;10;9;-1,8;3;-1,77;3;0,24;42;0,31;90,1;70,8;70,8;7;132;-90;9;0;20;20;-18;42;3;3;2,74;1,23;2,22;24,2;2,74;1,23;0,05;3;24,2;-1,27;-2,92;2,92;0,69;-0,4;0,72;0,8;329,9;1,67;0,8;0,95;1,85;25,6;1,46;1,17;0,98;1,87;38,7;0,77;1,57;0,26;1,75;1,77;0,26;-25,2;63,9;56,7;360;77;0;181
200007100638;1;0,28;1;36714;0,36;1;4;594;604;487;6;19,1;2;4,65;-4,5;13,8;0,72;1,91;8;0,19;24;3,03;8;0,17;1;82,48;5,41;3,8;3,2;3,8;21;24;-0,48;4;-0,53;4;0,27;-2;0,2;108,6;30,4;30,4;4,67;39;-19;1;0;17;17;-10;89;2,62;6;0,6;2,55;1,24;76,8;0,78;2,3;-0,77;2,43;71,3;-0,18;-0,4;0,4;1,19;0,98;0,35;1,54;39,5;1,54;0,93;0,3;1,8;31,1;1,62;1,48;-0,16;2,19;42,4;0,43;0,5;-0,51;0,66;0,83;0,51;-6,9;49,3;17,2;360;77;0;309
200007130942;1;0,4;1;36718;0,51;1;5;913;930;667;1;24,6;4;8,2;-3,7;8,1;0,33;2,66;8;0,48;19;3,07;16;0,5;3;76,55;6,07;9;10,3;9;13;13;-1,56;4;-1,57;4;0,21;16;0,37;44,7;29,8;29,8;7;132;-43;11;0;18;18;-27;83;3,2;1;1,8;2,65;2,35;55,8;0,89;2,31;0,94;2,48;68,9;-2,25;-2,95;2,95;1,05;0,67;0,63;1,25;32,5;1,16;1,15;1,09;1,63;44,8;1,8;2,65;1,62;3,2;55,8;0,75;1,98;0,99;2,12;2,34;0,99;-13,4;69,3;20,7;360;77;1;279
200007141532;1;0,65;1;36719;0,43;1;4;781;785;782;4;15;2;5,86;-8,6;8,6;0,57;1,41;18;0,19;16;6,03;8;0,47;16;39,84;2,05;3,9;1,7;3,9;20;20;-0,29;19;-0,32;20;0,14;14;0,26;29,8;23,1;23,1;8;154;-50;20;0;17;17;-27;28;2,26;18;1,68;-1,51;1,31;318,1;1,59;-0,98;-0,88;1,87;328,4;-0,53;-1,17;1,17;-99,9;-99,9;-99,9;141,28;-999,9;-99,9;-99,9;-99,9;141,28;-999,9;-99,9;-99,9;-99,9;141,28;-999,9;-99,9;-99,9;-99,9;-99,9;-99,9;99,9;-864,9;225;0;144;77;15;236
200007261857;1;0,79;1;0;0;2;4;0;482;399;3;9,5;2;1,9;-7,9;7,9;0,83;2,61;26;0,72;13;10,3;2;0,29;22;6,74;1,2;0,4;0,8;0,4;14;2;-0,19;2;-0,15;2;0,15;26;0,04;19,9;35,6;19,9;4,67;39;-42;1;-99,9;-6;14;11;45;1,14;3;-1,07;-0,4;1,2;200,5;-0,58;-0,27;-0,77;0,64;205;0,02;-0,19;0,19;-0,38;0,26;-0,89;0,46;145,6;-0,5;0,04;-0,68;0,5;175,4;-0,97;-0,23;-0,88;1;193,3;-0,59;-0,49;0,01;0,77;0,77;0,01;-26,4;219,7;35;181;77;0;191
200007280634;1;0,27;1;36732;0,11;1;4;548;548;481;19;22,7;4;5,46;-11,9;11,9;0,52;2,01;5;0,15;37;6,89;32;0,19;8;78,35;9,8;2,4;3,4;2,4;12;24;-0,48;6;-0,56;6;0,2;0;0,11;35,6;82,4;35,6;5,67;67;-71;28;0;6;6;8;11;1,18;15;1,05;0,54;1,68;27,2;-0,59;-0,59;0,87;0,83;225;-0,15;-0,41;0,41;-0,9;0,08;0,27;0,9;174,9;-0,4;0,07;0,56;0,41;170,1;-0,41;0,02;0,18;0,41;177,2;0,49;-0,06;-0,09;0,49;0,5;0,09;-175,8;353;7,4;360;77;0;172
200008100501;1;0,21;1;36744;0,65;1;4;486;499;469;3;14,3;4;3,35;-13;13;0,91;2,41;2;0,09;17;0,97;4;0,08;16;88,49;4,33;2,6;5,2;2,6;28;28;-0,4;2;-0,39;2;0,22;22;0,18;49;37,8;37,8;5,67;67;-106;24;0;9;9;-31;19;2,45;4;-0,92;2,27;2,14;112,1;-0,55;1,37;0,6;1,48;111,9;0,02;-0,42;0,42;-0,35;1,37;0,24;1,41;104,3;-0,69;1,35;0,5;1,52;117,1;-0,54;1,35;0,48;1,45;111,8;-0,19;-0,02;0,24;0,19;0,31;0,24;-74,2;186;11,3;122;77;0;213
200008111846;2;0,78;1;36747;0,64;2;4;808;819;671;10;33,6;15;11,27;-26,4;26,4;0,79;2,43;2;0,05;38;0,6;43;0,03;14;356,2;16,43;2,7;6,1;2,7;30;18;-0,72;17;-1,25;12;0,73;14;0,08;37,8;67,2;37,8;7,67;179;-235;14;0;11;11;11;101;2,26;16;0,39;2,23;2,43;80,1;0,27;1,64;0,31;1,66;80,7;-0,17;-0,3;0,3;1,13;-0,17;-0,89;1,14;351,4;1,04;-0,4;-1,17;1,11;339;1,34;-0,08;-0,92;1,34;356,6;0,21;0,09;-0,03;0,23;0,23;0,03;-26,6;23,2;5,4;360;77;0;228
200009041333;3;0,56;1;36770;0,23;1;4;519;521;482;5;10,8;45;2,6;-6,7;6,7;0,62;2,29;46;0,34;4;3,98;-7;0,2;31;-1;-1;0,6;1,5;0,6;-10;-11;-0,15;46;-0,16;5;0,2;4;0,06;65,5;51,5;51,5;5,67;67;-36;9;0;-20;20;18;78;1,46;37;0,34;1,42;1,42;76,5;0,17;0,31;-0,68;0,35;61,3;0,06;-0,03;0,03;0,19;-0,13;-0,82;0,23;325,6;0,32;0,2;-0,55;0,38;32;0,45;0,45;-0,8;0,64;45;0,26;0,58;0,02;0,64;0,64;0,02;-20,9;65,9;38,3;142;0;0;191
200009061701;1;0,71;1;3;0,24;2;4;700;699;509;17;17,1;0;4,35;-3,9;12,1;0,71;4,37;21;1,03;13;1,57;7;0,1;15;29,16;5,85;1,8;2,8;1,8;6;6;-0,51;4;-0,55;4;0,2;18;0,11;51,5;38;38;4;27;-33;14;0;13;13;14;90;2,51;36;0,53;2,45;2,25;77,8;-1,01;1,22;-0,84;1,58;129,6;-0,42;-0,27;0,27;0,02;0,52;-0,29;0,52;87,8;0,26;0,52;-0,55;0,58;63,4;-0,1;1,19;-0,32;1,19;94,8;-0,12;0,67;-0,03;0,68;0,68;0,03;-5,4;100,2;15,5;145;0;0;162
200009151912;3;0,8;1;36781;0,48;2;4;522;519;545;37;16,5;26;4,5;-15,4;15,4;0,93;2,71;8;0,79;38;7,14;29;0,33;25;-1;-1;1,4;2;1,4;-1;-2;-0,34;43;-0,25;43;0,4;1;0,09;14,4;45,8;14,4;6,33;94;-68;27;0;-17;17;9;102;2,56;11;-0,39;2,53;2,45;98,8;0,68;0,62;-0,93;0,92;42,4;0,66;0,67;0,67;-0,11;0,74;-1,06;0,75;98,5;-0,35;0,85;-0,94;0,92;112,4;-0,57;1,25;-0,68;1,37;114,5;-0,46;0,51;0,38;0,69;0,78;0,38;-17,5;132;30,8;360;0;0;109
200009181444;1;0,61;1;36785;0,59;1;4;857;842;749;1;19,7;-2;7,38;-8,2;8,2;0,42;0,73;8;0,11;16;2,03;24;0,06;-2;-1;-1;0,5;2;0,5;-2;-2;-0,13;35;-0,16;1;0,62;21;0,03;21,7;143,3;21,7;6;80;-87;-2;0;13;13;7;16;0,83;3;0,82;-0,15;1,68;349,6;-99,9;-99,9;-0,88;-99,9;-999,9;0,01;0,08;0,08;0,34;0,34;-0,88;0,48;45;0,26;-0,11;-0,83;0,28;337,1;0,18;0,37;-1,04;0,41;64,1;-0,16;0,03;-0,16;0,16;0,23;0,16;-105,3;169,4;10,7;100;0;0;159
200010030054;3;0,04;1;36799;0,73;1;3;752;751;461;5;18,4;22;4,24;-11,6;16,6;0,9;1,94;0;0,16;26;2,03;-1;0,14;15;117,82;6,55;2,3;3,5;2,3;27;27;-0,6;37;-0,43;18;0,47;34;0,13;65,9;50,5;50,5;7,33;154;-143;43;0;-20;20;-42;87;2,03;12;-0,04;2,03;2,1;91,1;0,35;-0,37;-0,1;0,51;313,4;0,23;0,21;0,21;-0,46;-0,01;-0,19;0,46;181,2;-0,47;0,63;0,16;0,79;126,7;-0,43;0,43;0,16;0,61;135;0,03;0,44;0,35;0,44;0,56;0,35;48,9;86,1;58,6;170;77;0;227
200010050326;1;0,14;1;36801;0,83;1;4;749;749;531;11;26,3;2;6,98;-24,6;24,6;0,94;2,37;4;0,17;43;3,67;13;0,18;1;88,7;3,36;1,6;4,1;1,6;44;7;-0,49;5;-0,34;1;0,58;8;0,06;50,5;79,6;50,5;7,67;179;-182;9;0;-9;9;9;13;1,87;38;1,69;0,81;1,68;25,6;1,02;0,31;-1,45;1,07;16,9;0,18;0,15;0,15;0,02;-0,17;-0,29;0,17;276,7;-0,11;-0,14;-0,28;0,18;231,8;0,18;-0,72;-0,36;0,74;284;0,16;-0,55;-0,07;0,57;0,58;0,07;-2,2;286,2;34;360;77;0;183
200010122228;1;0,94;1;36808;0,97;1;4;584;583;532;65;20,5;2;5,45;-13,2;17,5;0,85;2,97;6;0,09;28;3,38;6;0,1;25;107,98;5,52;3,6;5,4;3,6;28;30;-0,64;0;-0,51;0;0,23;31;0,18;107,5;165,5;107,5;6,67;111;-107;39;0;1;1;14;62;1,53;13;1,46;0,45;2,37;17,1;-0,12;0,72;0,77;0,73;99,5;-0,98;-0,82;0,82;-0,56;0,22;0,27;0,6;158,6;-0,12;0,72;0,77;0,73;99,5;0;1,26;0,6;1,26;90;0,56;1,04;0,33;1,18;1,23;0,33;28,3;61,7;61,5;360;77;0;174
200010280954;2;0,41;1;36824;0,36;2;4;568;560;415;1;18,8;15;3,9;-17,1;17,1;0,91;3,65;9;0,14;22;4,27;10;0,04;19;60,2;5,39;7,7;11;7,7;18;17;-1,31;15;-1,56;14;0,42;23;0,41;83,9;40,1;40,1;6;80;-127;17;0;10;10;66;396;3,49;15;-0,77;-3,4;2,06;257,2;-0,77;-3,4;-0,89;3,49;257,2;-0,91;-1,04;1,04;-0,55;1,54;0,6;1,64;109,7;-0,54;1,91;1,17;1,98;105,8;-1,29;1,89;0,98;2,29;124,3;-0,74;0,35;0,38;0,82;0,9;0,38;-30,4;154,7;14;360;77;0;151
200011060947;3;0,41;1;36833;0,77;2;4;658;650;609;6;24,5;25;7,46;-11,7;20,6;0,84;2,33;1;0,07;14;1,62;1;0,03;17;97,79;5,53;7,8;10,5;7,8;19;19;-0,81;15;-0,81;15;0,71;29;0,32;55,4;92,7;55,4;7;132;-159;11;0;2;2;2;91;2,32;23;-1,34;1,9;4,18;125,2;0,12;0,57;0,83;0,58;78,1;0,01;-0,21;0,21;-0,23;-0,29;-0,09;0,37;231,6;-0,27;-0,06;0,14;0,28;192,5;0,06;0,13;0,34;0,14;65,2;0,29;0,42;0,43;0,51;0,67;0,43;9,8;55,4;125,7;360;77;0;160
200011261158;2;0,5;1;36854;0,2;1;4;755;756;633;23;27,7;10;8,77;-10,8;13,8;0,5;2,85;0;0,17;34;5,9;-2;0,19;9;176,27;10,32;6,9;8,4;6,9;21;21;-0,64;13;-0,79;13;0,27;23;0,25;4;41,5;4;6,33;94;-80;13;0;23;23;5;13;1,91;13;-0,33;-1,88;2,14;260;-0,33;-1,88;-1,39;1,91;260;-0,67;-0,88;0,88;-0,03;0,24;-0,31;0,24;97,1;-0,48;0,1;-0,31;0,49;168,2;-0,94;0,8;-0,35;1,23;139,6;-0,91;0,56;-0,04;1,07;1,07;0,04;-8,8;148,4;49,3;360;77;0;87
200101231048;1;0,45;1;36911;0,88;1;5;674;672;549;2;11,5;2;3,16;-4,4;7,6;0,66;2,48;5;0,68;17;11,66;12;1,03;1;14,28;1,6;2,8;3,2;2,8;15;15;-0,48;1;-0,45;1;0,16;18;0,24;36,8;23,2;23,2;4,67;39;-26;20;0;-7;7;-46;26;1,82;16;-1,65;-0,76;2,39;204,7;-1,05;0,23;0,18;1,07;167,6;-0,86;-1,02;1,02;-0,68;0,66;0,8;0,95;135,9;-0,53;0,23;0,53;0,58;156,5;-1,05;0,23;0,18;1,07;167,6;-0,37;-0,43;-0,62;0,57;0,84;0,62;-61,6;229,3;41,7;360;77;0;167
200101310805;1;0,34;1;36919;0,65;1;4;645;641;459;1;13,6;1;3,12;-10,6;10,6;0,78;3,02;1;0,45;34;6,06;17;0,94;35;16,99;3,09;1,7;3;1,7;7;7;-0,32;3;-0,44;1;0,41;14;0,13;76,1;136,9;76,1;3,33;27;-45;9;0;-4;4;59;79;1,38;3;-1,27;-0,54;2,07;203;-1,27;-0,54;1,47;1,38;203;-0,21;-0,5;0,5;-0,53;-0,35;0,94;0,64;213,4;-0,99;-0,65;1,33;1,18;213,3;-0,66;-0,77;1,06;1,01;229,4;-0,13;-0,42;0,12;0,44;0,46;0,12;-23,4;252,8;13,9;360;-4;0;128
200103031121;3;0,47;1;36950;0,63;2;4;608;601;579;61;14,1;52;4,08;-10,7;10,7;0,76;2,42;46;0,11;22;9,01;10;0,12;21;31,37;1,56;2;4,1;2;41;39;-0,38;1;-0,44;1;0,39;0;0,14;49,4;186,7;49,4;5;48;-73;38;0;-5;5;5;12;2,03;10;-1,36;1,51;1,83;132;0,18;0,32;1,27;0,37;60,6;0,01;-0,24;0,24;-0,25;0,49;0,89;0,55;117;-0,1;0,3;1,27;0,32;108,4;0,18;0,32;1,27;0,37;60,6;0,43;-0,17;0,38;0,46;0,6;0,38;82,2;338,4;26,1;232;77;0;110
200103221342;1;0,57;1;0;0;2;4;0;513;442;42;19,9;2;4,4;-6,5;14,2;0,71;4,08;3;0,44;46;20,56;43;0,24;1;10,1;10,41;1,1;1,7;1,1;1;12;-0,29;1;-0,51;1;0,25;24;0,06;36,7;89,3;36,7;5;48;-75;26;-99,9;-20;20;0;0;1,7;9;0,73;1,53;1,65;64,5;0,94;-0,06;-0,61;0,94;356,3;-0,59;-0,42;0,42;0,69;-0,27;-0,38;0,74;338,6;0,88;-0,38;-0,48;0,96;336,6;0,94;-0,06;-0,61;0,94;356,3;0,25;0,21;-0,23;0,33;0,4;0,23;-43,7;40;16,4;360;0;0;124
200103271747;1;0,74;1;36975;0,68;1;4;842;846;644;16;25,1;2;8,08;-17,4;17,4;0,69;3,02;0;0,12;25;13,34;40;0,21;13;20,08;15,47;4;3,9;4;1;5;-1,05;1;-0,89;1;0,57;2;0,16;16,6;79,1;16,6;6,33;94;-87;21;0;16;16;-25;11;2,91;0;-0,51;2,86;3,29;100,1;-1,1;2,6;0,47;2,82;112,9;-2,27;-1,65;1,65;-0,56;2,61;0,89;2,67;102,1;-0,51;2,86;0,53;2,91;100,1;-1,1;2,6;0,47;2,82;112,9;-0,54;-0,01;-0,42;0,54;0,68;0,42;-68,1;181,1;13,8;360;77;0;352
200104041455;1;0,62;1;36983;0,9;1;4;1004;1009;767;5;16,9;3;6,48;-4,9;11,3;0,67;4,08;9;0,31;45;2,55;34;0,28;12;62,59;6,4;2,7;6,6;2,7;8;8;-1,24;3;-1,29;3;0,51;31;0,16;110,1;74,1;74,1;5,33;56;-50;16;0;14;14;82;19;2,82;31;2,05;1,93;3,79;43,3;1,07;0,38;1,54;1,14;19,6;-1,04;-1,62;1,62;0,32;0,56;1,09;0,64;60,3;0,01;0,7;1,33;0,7;89,2;0,37;2,13;1,67;2,16;80,1;0,05;1,57;0,58;1,57;1,67;0,58;-8;88,2;25,2;244;77;0;201
200104081101;1;0,46;1;36987;0,8;1;5;1043;1042;781;5;18,5;4;7,22;-4,6;8,7;0,47;2,68;2;0,16;33;3,93;8;0,15;30;62,16;7,04;7,1;8,3;7,1;7;7;-1,9;3;-1,98;3;0,65;15;0,38;18;74,7;18;7;132;-63;18;0;-21;21;-31;21;2,73;6;-1,97;1,89;4,2;136,2;-0,47;-0,78;-3,13;0,91;238,9;-0,7;-1,15;1,15;0,68;-0,86;-0,2;1,1;308,3;1,01;-0,83;-1,25;1,31;320,6;0,71;-0,67;-1,03;0,98;316,7;0,03;0,19;-0,83;0,19;0,85;0,83;-124,4;81;36,9;360;77;0;173
200104180046;1;0,03;1;36996;0,55;1;4;699;702;518;5;23,8;3;6,16;-13,2;13,2;0,56;3,33;12;0,33;26;2,13;12;0,31;25;70,87;5,55;2,2;3,5;2,2;17;16;-0,46;11;-0,42;10;0,3;-2;0,09;113,2;37,2;37,2;7,33;154;-114;5;0;-20;20;85;36;2,66;31;-0,95;2,48;2,4;111;-99,9;-99,9;-99,9;141,28;-999,9;0,55;5,48;5,48;-0,56;0,97;-0,57;1,12;120;-0,48;0,82;-1,61;0,95;120,3;-0,39;0,45;-0,67;0,6;130,9;0,17;-0,52;-0,1;0,55;0,56;0,1;-157,2;288,1;23;167;77;237;57
200104280500;2;0,21;1;37007;0,48;1;4;1000;1017;724;1;19,9;9;7,2;-12,3;12,3;0,62;2,54;5;0,05;17;1,96;1;0,07;12;122,05;6,13;7,9;9,7;7,9;19;20;-0,99;0;-1,01;0;0,2;13;0,4;100;125;100;6;80;-47;20;0;17;17;31;113;2,59;7;-0,07;2,59;2,72;91,5;-0,73;1,64;-0,8;1,8;114;-1,48;-1,8;1,8;-0,21;0,96;0,63;0,98;102,3;-0,73;1,64;-0,8;1,8;114;-1;0,84;0,78;1,31;140;-0,79;-0,12;0,15;0,8;0,81;0,15;-48,7;188,6;31,9;360;77;0;161
200105271459;1;0,62;1;37035;0,81;1;3;616;619;586;2;13,9;2;4,07;-8,2;8,2;0,59;2,58;2;0,06;22;1,54;-5;0,05;30;49,75;3,04;3,9;4,3;3,9;18;14;-0,54;2;-0,48;2;0,38;23;0,28;106;113;106;4,33;32;-42;27;0;7;7;-29;14;3,18;7;0,94;3,04;2,69;72,8;0,77;1,28;0,21;1,49;59;-0,56;-1,15;1,15;0,54;0,03;-0,2;0,54;3,2;0,43;0,12;-0,38;0,45;15,6;0,96;-0,19;0,24;0,98;348,8;0,42;-0,22;0,44;0,47;0,65;0,44;16,5;332,4;36,9;112;77;0;182
200108171103;1;0,46;1;37117;0,48;2;4;581;614;599;14;32,1;5;9,61;-11,9;22,1;0,69;2,74;5;0,14;35;10,2;47;0,15;17;163,4;18,95;6,3;8,2;6,3;14;15;-0,98;9;-1,11;9;0,46;21;0,2;119,5;94,9;94,9;7;132;-105;9;0;16;16;36;72;4,41;5;0,37;4,39;3,99;85,2;2,65;0,12;0,29;2,65;2,6;-0,73;-1,04;1,04;0,27;2,51;1,29;2,52;83,9;0,01;2,89;0,8;2,89;89,8;0,45;3;0,95;3,03;81,5;0,18;0,49;-0,34;0,52;0,62;0,34;11,6;69,8;9,9;360;77;0;178
200108271952;1;0,83;1;37128;0,68;1;5;807;807;576;9;19,5;2;5,62;-6,2;11,9;0,61;2,25;0;0,38;43;3,05;-8;0,58;1;49,03;2,84;6,5;6,6;6,5;23;23;-0,74;1;-0,75;1;0,3;25;0,33;55,9;66,3;55,9;4,67;39;-24;61;0;-17;17;-34;41;4,29;19;-1,09;4,15;1,78;104,7;-0,2;2,23;-1,16;2,24;95,1;-1,2;-1,82;1,82;-0,33;1,32;-1,13;1,36;104;-0,38;1,57;-1,23;1,62;103,6;-0,2;2,23;-1,16;2,24;95,1;0,13;0,91;-0,03;0,92;0,92;0,03;13,3;81,9;14,4;360;0;0;170
200109252025;1;0,85;1;37158;0,4;1;5;1191;1214;677;1;26,1;2;8,83;-10,3;10,3;0,4;5,83;11;0,24;-2;8,1;7;0,17;15;56;5,86;8,3;10,6;8,3;10;10;-1,99;1;-2,25;1;0,3;41;0,32;630,2;85,3;85,3;7,33;154;-102;4;0;-16;16;-23;66;1,84;15;-1,44;-1,15;4,51;218,6;0,92;1,25;-3,53;1,55;53,6;-4,23;-5,11;5,11;-0,3;0,93;-3,23;0,98;107,9;0,38;0,8;-3,94;0,89;64,6;0,92;1,25;-3,53;1,55;53,6;1,22;0,32;-0,3;1,26;1,3;0,3;38,9;14,7;19,2;360;0;0;305
200110111701;1;0,71;1;37173;0,45;2;5;766;769;571;11;26,5;4;7,57;-11,7;18,8;0,71;3,71;1;0,06;14;5,43;6;0,07;13;92,93;12,37;7;8;7;10;9;-1,48;4;-1,31;4;0,23;47;0,26;72;75;72;6;80;-71;18;0;-28;28;-8;63;3,81;4;0,79;3,73;2,5;78;0,79;3,73;0,85;3,81;78;-0,53;-1,52;1,52;-0,18;0,87;1,02;0,89;101,7;-0,07;1,22;-0,69;1,22;93,3;0,35;2,16;-0,89;2,19;80,8;0,53;1,29;-1,91;1,39;2,36;1,91;13,1;67,7;73,5;360;77;0;175
200110211648;2;0,7;1;37183;0,68;1;4;855;858;676;9;28,4;6;9,6;-16,9;16,9;0,6;3,21;0;0,11;41;2,26;-1;0,14;14;119,44;12,5;5,4;9,9;5,4;11;8;-1,37;5;-1,41;2;0,4;24;0,19;45,8;88;45,8;7,67;179;-187;4;0;15;15;29;30;1,38;0;-0,98;0,97;2,6;135,3;0,46;0,38;0,54;0,6;39,6;-0,36;-1,66;1,66;-0,97;0,99;1,03;1,39;134,4;-0,98;0,97;1,2;1,38;135,3;-0,64;0;1,8;0,64;180;0,33;-0,99;0,77;1,04;1,3;0,77;-108,4;288,4;41,4;360;77;0;238
200110250850;1;0,37;1;37186;0,6;1;5;626;626;449;6;11,4;4;2,56;-3,7;5,4;0,47;2,08;22;0,08;-5;23,07;24;0,8;39;16,55;2,57;1,7;2,1;1,7;9;13;-0,4;0;-0,3;1;0,25;10;0,15;88;42,2;42,2;3;15;-42;-13;0;-21;21;-18;64;2,21;4;-0,71;2,09;1,48;108,8;-0,05;1,06;-1,16;1,06;92,7;-0,8;-0,88;0,88;-0,33;1,05;-0,78;1,1;107,4;-0,05;1,06;-1,16;1,06;92,7;-0,34;1,73;-1,16;1,76;101,1;-0,01;0,68;-0,38;0,68;0,78;0,38;10,3;90,8;5,6;360;0;0;233
200110280319;1;0,14;1;1;0,61;1;5;686;687;502;2;19,5;1;4,89;-9,9;9,9;0,51;2;18;0,22;46;2,26;34;0,07;41;45,17;5,21;1,9;5,2;1,9;11;6;-0,34;0;-0,78;0;0,37;13;0,1;29,3;82,5;29,3;6,67;111;-157;7;0;-16;16;21;46;1,83;29;1,34;1,24;4,18;42,8;0,18;-0,05;2,74;0,19;344,5;-0,7;-0,81;0,81;0,23;0,39;0,88;0,45;59,5;0,18;-0,05;2,74;0,19;344,5;-0,04;-0,3;1,12;0,3;262,4;-0,27;-0,69;0,24;0,74;0,78;0,24;13,8;248,6;41,5;360;77;0;215
200111060152;1;0,08;1;37199;0,67;1;4;1229;1237;729;20;65,6;2;23,91;-61;61;0,93;2,34;-9;0,18;22;999,99;0;0,04;29;-1;37,55;12,4;16,6;12,4;16;16;-2,1;0;-2,52;0;0,67;-1;0,19;50,9;135,1;50,9;8,67;300;-292;4;0;6;6;18;54;4;4;3,28;2,29;3,13;34,9;0,87;-0,66;0,71;1,09;322,8;-2,31;-2,88;2,88;0,83;-0,82;-1,13;1,17;315,3;0,87;-0,66;0,71;1,09;322,8;0,51;-0,4;2;0,65;321,9;-0,32;0,42;3,13;0,53;3,17;3,13;-165,4;127,3;116,2;360;77;8;232
200111240556;1;0,25;1;37217;0,94;2;4;1323;0;1040;9;56,9;5;29,59;-33;42,7;0,75;3,09;4;0,06;27;4,05;1;0,01;11;380,05;18,64;9,2;12,3;9,2;23;18;-2,39;4;-2,62;4;1,88;6;0,16;58,9;73,1;58,9;8,33;236;-221;10;0;-15;99;34;58;3,19;26;3,14;0,57;3,28;10,3;2,16;1,19;-0,8;2,47;28,9;-1,82;-2,55;2,55;0,65;0,18;0,14;0,67;15,5;0,55;0,18;0,97;0,58;18,1;1,14;1,37;0,59;1,78;50,2;0,49;1,19;0,45;1,29;1,36;0,45;-17,4;67,6;34,2;0;0;0;111
